Name,cat,manufacturer,model,insulation type,jacket type,od,kgm,jackThickness,guage,#conduits,grade,part#,Item#
Rockbestus-SupFirewall III,1,Rockbestus-Sup,Firewall III,1,1,11.684,0.23810624,1.143,14,5,Class 1E Nuclear,C53-0050,284
Generic (TP TP 14 6),1,GENERIC,GENERIC,2,2,11.049,0.218760108,1.143,14,6,,,
Generic (TS TS 14 6),1,GENERIC,GENERIC,1,1,18.542,0.397339788,1.27,14,6,,,
American Insulated WireAmerican SDN ,1,American Insulated Wire,American SDN ,2,2,11.049,0.218760108,1.143,14,6,Industrial Grade,38512,181
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,11.43,0.20834296,1.143,14,6,Industrial Grade,4063,429
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,12.954,0.261916864,1.143,14,6,Industrial Grade,26153,557
DrakaControl Cable Multiconductor XLPE ins,1,Draka,Control Cable Multiconductor XLPE ins,1,1,13.335,0.255964208,1.143,14,6,Industrial Grade,814-06,208
DrakaBOSTFLEX™ pendant & reel control,1,Draka,BOSTFLEX™ pendant & reel control,1,1,19.685,0.488117792,2.413,14,6,Industrial Grade,N7511,1512
DrakaALL-TEMP INDUSTRITE Type SOW Control,1,Draka,ALL-TEMP INDUSTRITE Type SOW Control,1,1,19.685,0.47621248,2.794,14,6,Industrial Grade,A13409,1517
OkoniteC-L-X Type MC-HL (XHHW-2),1,Okonite,C-L-X Type MC-HL (XHHW-2),1,1,18.542,0.397339788,1.27,14,6,Industrial Grade,546-31-3406,613
Generic (TP TP 14 7),1,GENERIC,GENERIC,2,2,11.43,0.248523388,1.143,14,7,,,
Generic (TS TS 14 7),1,GENERIC,GENERIC,1,1,13.462,0.306561784,1.143,14,7,,,
American Insulated WireAmerican SDN ,1,American Insulated Wire,American SDN ,2,2,11.938,0.24554706,1.143,14,7,Industrial Grade,38800,182
American Insulated WireTYPE TC-ER Control/Instrument,1,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,10.8966,0.241082568,1.143,14,7,Industrial Grade,68119,490
Cable USAETFE TYPE TC,1,Cable USA,ETFE TYPE TC,2,2,9.3726,0.203878468,0.381,14,7,Industrial Grade,181407C6,4
Cable USAFEP Insulated Instrument/Control Cable,1,Cable USA,FEP Insulated Instrument/Control Cable,2,2,8.4074,0.212807452,1.143,14,7,Industrial Grade,,255
Cable USAFEP(Teflon) TYPE TC,1,Cable USA,FEP(Teflon) TYPE TC,2,2,10.9728,0.273822176,1.143,14,7,Industrial Grade,181407C6,270
Dekoron1735,1,Dekoron,1735,2,2,13.3858,0.26786952,1.143,14,7,Industrial Grade,,127
Dekoron1C99,1,Dekoron,1C99,2,2,11.7094,0.251499716,1.143,14,7,Industrial Grade,1C99-4070L,138
Draka20-10 Control Cable,1,Draka,20-10 Control Cable,2,2,13.081,0.258940536,1.143,14,7,Industrial Grade,72070,165
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,11.43,0.218760108,1.143,14,7,Industrial Grade,4073,430
DrakaPower & Control Type TC THHN or THWN (or TFN),1,Draka,Power & Control Type TC THHN or THWN (or TFN),2,2,11.43,0.248523388,1.143,14,7,Industrial Grade,5707,449
General Cable20/10,1,General Cable,20/10,2,2,12.7,0.257452372,1.143,14,7,Industrial Grade,365240,150
General CableVNTC ,1,General Cable,VNTC ,2,2,11.176,0.239594404,1.143,14,7,Industrial Grade,243580,530
General CableVNTC ,1,General Cable,VNTC ,2,2,11.303,0.227689092,1.143,14,7,Industrial Grade,235080,531
OkoniteOkozel,1,Okonite,Okozel,2,2,8.89,0.20834296,0.381,14,7,Class 1E Nuclear,203-76-3357,10
OkoniteP-30,1,Okonite,P-30,2,2,13.208,0.2604287,1.143,14,7,Industrial Grade,203-84-2157,400
American Insulated WireTYPE TC Control/Instrument,1,American Insulated Wire,TYPE TC Control/Instrument,1,1,12.7,0.241082568,1.143,14,7,Industrial Grade,40920,481
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,12.954,0.281262996,1.143,14,7,Industrial Grade,19876,558
American Insulated WireXLPE-CPE TYPE TC Power/Control,1,American Insulated Wire,XLPE-CPE TYPE TC Power/Control,1,1,12.7,0.236618076,1.143,14,7,Industrial Grade,40816,582
Dekoron2X35,1,Dekoron,2X35,1,1,13.3858,0.288703816,1.143,14,7,Industrial Grade,2X35-40760,173
DrakaReduced Diameter Control,1,Draka,Reduced Diameter Control,1,1,10.922,0.226200928,0.762,14,7,Industrial Grade,214-07,53
DrakaControl Cable Multiconductor XLPE ins,1,Draka,Control Cable Multiconductor XLPE ins,1,1,13.335,0.285727488,1.143,14,7,Industrial Grade,814-07,209
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,13.208,0.284239324,1.143,14,7,Industrial Grade,224070,376
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,13.208,0.284239324,1.143,14,7,Industrial Grade,204070,383
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,13.208,0.284239324,1.143,14,7,Industrial Grade,104073,463
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,15.748,0.366088344,1.524,14,7,Industrial Grade,254070,960
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,15.748,0.366088344,1.524,14,7,Industrial Grade,154073,1077
General CableCHTC ,1,General Cable,CHTC ,1,1,12.827,0.266381356,1.143,14,7,Industrial Grade,223750,193
General CableCVTC ,1,General Cable,CVTC ,1,1,14.986,0.261916864,1.143,14,7,Industrial Grade,770560,220
General CableEHTC ,1,General Cable,EHTC ,1,1,12.827,0.21578378,1.143,14,7,Industrial Grade,262160,235
General CableFREP,1,General Cable,FREP,1,1,12.954,0.261916864,1.143,14,7,Industrial Grade,354820,330
General CableFREP,1,General Cable,FREP,1,1,12.827,0.257452372,1.143,14,7,Industrial Grade,280200,331
General CableUltrol 275,1,General Cable,Ultrol 275,1,1,12.4968,0.28275116,1.143,14,7,Class 1E Nuclear,378410,503
General CableUltrol 300,1,General Cable,Ultrol 300,1,1,16.5862,0.434543888,1.524,14,7,Class 1E Nuclear,378900,1136
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,13.208,0.308049948,1.143,14,7,Industrial Grade,    202-10-2157,308
OkoniteFRM-N Okolon ,1,Okonite,FRM-N Okolon ,1,1,13.462,0.306561784,1.143,14,7,Nuclear Qualified,202-16-2157,350
OkoniteC-L-X Type MC (XHHW-2),1,Okonite,C-L-X Type MC (XHHW-2),1,1,18.542,0.377993656,1.27,14,7,Industrial Grade,546-31-3007,592
OkoniteOkotherm CIC Fire Resistant Cable,1,Okonite,Okotherm CIC Fire Resistant Cable,3,3,23.114,0.562525992,1.27,14,7,Industrial Grade,546-15-3457,632
OkoniteFMR - LCS Okolon ,1,Okonite,FMR - LCS Okolon ,1,1,19.812,0.56550232,1.524,14,7,Nuclear Tracability,202-14-6157,816
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,16.51,0.412221428,1.524,14,7,Nuclear Qualified 383,202-14-2157,832
OkoniteFMR-LCS Okolon,1,Okonite,FMR-LCS Okolon,1,1,17.272,0.46877166,1.524,14,7,Nuclear Tracability,202-10-6157,865
OkoniteFRM-N Okolon 1000/2000V,1,Okonite,FRM-N Okolon 1000/2000V,1,1,17.78,0.441984708,1.524,14,7,Nuclear Qualified,202-18-2157,922
Rockbestus-SupFirewall XLR,1,Rockbestus-Sup,Firewall XLR,1,1,11.43,0.23810624,0.889,14,7,Class 1E Nuclear,C15-0070,70
Rockbestus-SupX-Link TC,1,Rockbestus-Sup,X-Link TC,1,1,10.668,0.2232246,0.889,14,7,Industrial Grade,C14-0070,83
Rockbestus-SupFirewall SR,1,Rockbestus-Sup,Firewall SR,3,3,16.256,0.32739608,1.016,14,7,Class 1E Nuclear,C64-0070,99
Rockbestus-SupFirewall III,1,Rockbestus-Sup,Firewall III,1,1,12.7,0.27531034,1.143,14,7,Class 1E Nuclear,C53-0070,285
Rockbestus-SupVita-Link CAROLFIRE,1,Rockbestus-Sup,Vita-Link CAROLFIRE,3,3,19.558,0.49853494,0,14,7,,,1562
Generic (TP TP 14 8),1,GENERIC,GENERIC,2,2,12.446,0.266381356,1.143,14,8,,,
Generic (TS TS 14 8),1,GENERIC,GENERIC,1,1,20.828,0.477700644,1.27,14,8,,,
American Insulated WireAmerican SDN ,1,American Insulated Wire,American SDN ,2,2,12.827,0.2976328,1.143,14,8,Industrial Grade,38634,183
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,12.446,0.266381356,1.143,14,8,Industrial Grade,4083,431
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,14.859,0.34227772,1.524,14,8,Industrial Grade,25203,1154
DrakaBOSTFLEX™ pendant & reel control,1,Draka,BOSTFLEX™ pendant & reel control,1,1,22.606,0.665209308,2.413,14,8,Industrial Grade,N7512,1513
DrakaALL-TEMP INDUSTRITE Type SOW Control,1,Draka,ALL-TEMP INDUSTRITE Type SOW Control,1,1,23.114,0.663721144,3.175,14,8,Industrial Grade,A13410,1533
OkoniteC-L-X Type MC-HL (XHHW-2),1,Okonite,C-L-X Type MC-HL (XHHW-2),1,1,20.828,0.477700644,1.27,14,8,Industrial Grade,546-31-3408,614
Generic (TP TP 14 9),1,GENERIC,GENERIC,2,2,13.4874,0.311026276,1.143,14,9,,,
Generic (TS TS 14 9),1,GENERIC,GENERIC,1,1,16.51,0.407756936,1.524,14,9,,,
American Insulated WireTYPE TC-ER Control/Instrument,1,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,12.7762,0.328884244,1.143,14,9,Industrial Grade,68120,491
American Insulated WireAmerican SDN ,1,American Insulated Wire,American SDN ,2,2,14.478,0.34971854,1.524,14,9,Industrial Grade,38801,715
Cable USAETFE TYPE TC,1,Cable USA,ETFE TYPE TC,2,2,11.0744,0.2604287,0.381,14,9,Industrial Grade,181409C6,5
Cable USAFEP Insulated Instrument/Control Cable,1,Cable USA,FEP Insulated Instrument/Control Cable,2,2,9.906,0.269357684,1.143,14,9,Industrial Grade,,256
Cable USAFEP(Teflon) TYPE TC,1,Cable USA,FEP(Teflon) TYPE TC,2,2,12.7254,0.34227772,1.143,14,9,Industrial Grade,181409C6,271
Dekoron1C99,1,Dekoron,1C99,2,2,13.4874,0.311026276,1.143,14,9,Industrial Grade,1C99-4090L,139
Dekoron1735,1,Dekoron,1735,2,2,16.51,0.369064672,1.524,14,9,Industrial Grade,,651
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,13.335,0.296144636,1.143,14,9,Industrial Grade,4093,432
Draka20-10 Control Cable,1,Draka,20-10 Control Cable,2,2,16.256,0.354183032,1.524,14,9,Industrial Grade,72090,682
General Cable20/10,1,General Cable,20/10,2,2,15.748,0.351206704,1.524,14,9,Industrial Grade,365430,673
General CableVNTC ,1,General Cable,VNTC ,2,2,12.827,0.316978932,1.524,14,9,Industrial Grade,235090,1141
OkoniteOkozel,1,Okonite,Okozel,2,2,10.668,0.25298788,0.381,14,9,Class 1E Nuclear,203-76-3359,11
OkoniteP-30,1,Okonite,P-30,2,2,16.002,0.363112016,1.524,14,9,Industrial Grade,203-84-2159,990
American Insulated WireTYPE TC Control/Instrument,1,American Insulated Wire,TYPE TC Control/Instrument,1,1,15.4178,0.336325064,1.524,14,9,Industrial Grade,40921,1102
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,15.875,0.382458148,1.524,14,9,Industrial Grade,19877,1155
American Insulated WireXLPE-CPE TYPE TC Power/Control,1,American Insulated Wire,XLPE-CPE TYPE TC Power/Control,1,1,15.494,0.330372408,1.524,14,9,Industrial Grade,40953,1174
Dekoron2X35,1,Dekoron,2X35,1,1,16.51,0.39436346,1.524,14,9,Industrial Grade,2X35-40960,703
DrakaReduced Diameter Control,1,Draka,Reduced Diameter Control,1,1,12.827,0.285727488,0.762,14,9,Industrial Grade,214-09,54
DrakaControl Cable Multiconductor XLPE ins,1,Draka,Control Cable Multiconductor XLPE ins,1,1,16.383,0.391387132,1.524,14,9,Industrial Grade,814-09,758
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,16.51,0.407756936,1.524,14,9,Industrial Grade,224090,955
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,16.51,0.407756936,1.524,14,9,Industrial Grade,204090,961
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,17.907,0.462819004,1.524,14,9,Industrial Grade,254090,962
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,16.51,0.407756936,1.524,14,9,Industrial Grade,104093,1078
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,17.907,0.462819004,1.524,14,9,Industrial Grade,154093,1079
General CableCHTC ,1,General Cable,CHTC ,1,1,15.748,0.370552836,1.524,14,9,Industrial Grade,223760,743
General CableCVTC ,1,General Cable,CVTC ,1,1,15.748,0.36460018,1.524,14,9,Industrial Grade,770540,762
General CableEHTC ,1,General Cable,EHTC ,1,1,15.748,0.272334012,1.524,14,9,Industrial Grade,343600,773
General CableFREP,1,General Cable,FREP,1,1,15.875,0.361623852,1.524,14,9,Industrial Grade,367120,884
General CableFREP,1,General Cable,FREP,1,1,15.748,0.35715936,1.524,14,9,Industrial Grade,280210,885
General CableUltrol 275,1,General Cable,Ultrol 275,1,1,15.3162,0.389898968,1.524,14,9,Class 1E Nuclear,378420,1123
General CableUltrol 300,1,General Cable,Ultrol 300,1,1,18.923,0.559549664,1.524,14,9,Class 1E Nuclear,378910,1137
OkoniteC-L-X Type MC (XHHW-2),1,Okonite,C-L-X Type MC (XHHW-2),1,1,20.828,0.458354512,1.27,14,9,Industrial Grade,546-31-3009 ,593
OkoniteOkotherm CIC Fire Resistant Cable,1,Okonite,Okotherm CIC Fire Resistant Cable,3,3,26.416,0.651815832,1.27,14,9,Industrial Grade,546-15-3459,633
OkoniteFMR - LCS Okolon ,1,Okonite,FMR - LCS Okolon ,1,1,23.368,0.747058328,1.524,14,9,Nuclear Tracability,202-14-6159,817
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,19.05,0.511928416,1.524,14,9,Nuclear Qualified 383,202-14-2159,833
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,16.256,0.428591232,1.524,14,9,Industrial Grade,    202-10-2159 ,834
OkoniteFMR-LCS Okolon,1,Okonite,FMR-LCS Okolon,1,1,19.558,0.575919468,1.524,14,9,Nuclear Tracability,202-10-6159,866
OkoniteFRM-N Okolon ,1,Okonite,FRM-N Okolon ,1,1,17.526,0.455378184,1.524,14,9,Nuclear Qualified,202-16-2159 ,905
OkoniteFRM-N Okolon 1000/2000V,1,Okonite,FRM-N Okolon 1000/2000V,1,1,20.32,0.593777436,1.524,14,9,Nuclear Qualified,202-18-2159,923
Rockbestus-SupX-Link TC,1,Rockbestus-Sup,X-Link TC,1,1,12.446,0.29019198,0.889,14,9,Industrial Grade,C14-0090,84
Rockbestus-SupFirewall SR,1,Rockbestus-Sup,Firewall SR,3,3,19.304,0.43900838,1.016,14,9,Class 1E Nuclear,C64-0090,100
Rockbestus-SupFirewall XLR,1,Rockbestus-Sup,Firewall XLR,1,1,14.224,0.3348369,1.143,14,9,Class 1E Nuclear,C15-0090,293
Rockbestus-SupFirewall III,1,Rockbestus-Sup,Firewall III,1,1,15.748,0.38692264,1.524,14,9,Class 1E Nuclear,C53-0090,802
Generic (TP TP 14 10),1,GENERIC,GENERIC,2,2,14.732,0.366088344,1.524,14,10,,,
Generic (TS TS 14 10),1,GENERIC,GENERIC,1,1,24.892,0.717295048,3.175,14,10,,,
American Insulated WireAmerican SDN ,1,American Insulated Wire,American SDN ,2,2,14.732,0.366088344,1.524,14,10,Industrial Grade,38513,716
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,15.24,0.354183032,1.524,14,10,Industrial Grade,4103,1036
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,16.51,0.415197756,1.524,14,10,Industrial Grade,31111,1156
DrakaBOSTFLEX™ pendant & reel control,1,Draka,BOSTFLEX™ pendant & reel control,1,1,25.146,0.744082,2.794,14,10,Industrial Grade,N7548,1521
DrakaALL-TEMP INDUSTRITE Type SOW Control,1,Draka,ALL-TEMP INDUSTRITE Type SOW Control,1,1,24.892,0.717295048,3.175,14,10,Industrial Grade,A13411,1534
Generic (TP TP 14 11),1,GENERIC,GENERIC,2,2,15.621,0.383946312,1.524,14,11,Industrial Grade,4113,1037
Generic (TS TS 14 11),1,GENERIC,GENERIC,1,1,23.114,0.58782478,1.27,14,11,Industrial Grade,546-31-3411,615
American Insulated WireAmerican SDN ,1,American Insulated Wire,American SDN ,2,2,15.113,0.40180428,1.524,14,11,Industrial Grade,38802,717
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,15.621,0.383946312,1.524,14,11,Industrial Grade,4113,1037
Generic (TP TP 14 12),1,GENERIC,GENERIC,2,2,15.621,0.4092451,1.524,14,12,,,
Generic (TS TS 14 12),1,GENERIC,GENERIC,1,1,19.939,0.584848452,1.524,14,12,,,
American Insulated WireAmerican SDN ,1,American Insulated Wire,American SDN ,2,2,15.113,0.43156756,1.524,14,12,Industrial Grade,38635,718
American Insulated WireTYPE TC-ER Control/Instrument,1,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,15.0876,0.418174084,1.524,14,12,Industrial Grade,68121,1111
Cable USAETFE TYPE TC,1,Cable USA,ETFE TYPE TC,2,2,13.2334,0.366088344,1.143,14,12,Industrial Grade,181412C6,244
Cable USAFEP Insulated Instrument/Control Cable,1,Cable USA,FEP Insulated Instrument/Control Cable,2,2,11.2014,0.351206704,1.524,14,12,Industrial Grade,,786
Cable USAFEP(Teflon) TYPE TC,1,Cable USA,FEP(Teflon) TYPE TC,2,2,15.0368,0.473236152,1.524,14,12,Industrial Grade,181412C6,794
Dekoron1735,1,Dekoron,1735,2,2,18.4404,0.462819004,1.524,14,12,Industrial Grade,,652
Dekoron1C99,1,Dekoron,1C99,2,2,16.1036,0.43156756,1.524,14,12,Industrial Grade,1C99-4120L,663
Draka20-10 Control Cable,1,Draka,20-10 Control Cable,2,2,18.034,0.45389002,1.524,14,12,Industrial Grade,72120,683
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,15.621,0.4092451,1.524,14,12,Industrial Grade,4123,1038
General Cable20/10,1,General Cable,20/10,2,2,17.526,0.4464492,1.524,14,12,Industrial Grade,647590,674
General CableVNTC ,1,General Cable,VNTC ,2,2,15.113,0.397339788,1.524,14,12,Industrial Grade,235110,1142
OkoniteOkozel,1,Okonite,Okozel,2,2,12.192,0.351206704,0.508,14,12,Class 1E Nuclear,203-76-3362,24
OkoniteP-30,1,Okonite,P-30,2,2,18.034,0.455378184,1.524,14,12,Industrial Grade,203-84-2162,991
American Insulated WireTYPE TC Control/Instrument,1,American Insulated Wire,TYPE TC Control/Instrument,1,1,16.9164,0.419662248,1.524,14,12,Industrial Grade,40922,1103
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,17.399,0.473236152,1.524,14,12,Industrial Grade,19878,1157
American Insulated WireXLPE-CPE TYPE TC Power/Control,1,American Insulated Wire,XLPE-CPE TYPE TC Power/Control,1,1,17.018,0.410733264,1.524,14,12,Industrial Grade,40954,1175
Dekoron2X35,1,Dekoron,2X35,1,1,18.4404,0.497046776,1.524,14,12,Industrial Grade,2X35-40960,704
DrakaReduced Diameter Control,1,Draka,Reduced Diameter Control,1,1,15.24,0.404780608,1.143,14,12,Industrial Grade,214-12,471
DrakaControl Cable Multiconductor XLPE ins,1,Draka,Control Cable Multiconductor XLPE ins,1,1,18.288,0.501511268,1.524,14,12,Industrial Grade,814-12,759
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,20.066,0.644375012,1.524,14,12,Industrial Grade,224120,956
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,18.034,0.50597576,1.524,14,12,Industrial Grade,204120,963
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,19.939,0.584848452,1.524,14,12,Industrial Grade,254120,964
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,18.034,0.50597576,1.524,14,12,Industrial Grade,104123,1080
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,19.939,0.584848452,1.524,14,12,Industrial Grade,154123,1081
DrakaBOSTFLEX™ pendant & reel control,1,Draka,BOSTFLEX™ pendant & reel control,1,1,25.908,0.845277152,2.794,14,12,Industrial Grade,N7517,1522
DrakaALL-TEMP INDUSTRITE Type SOW Control,1,Draka,ALL-TEMP INDUSTRITE Type SOW Control,1,1,26.416,0.845277152,3.556,14,12,Industrial Grade,A13412,1548
General CableCHTC ,1,General Cable,CHTC ,1,1,17.78,0.471747988,1.524,14,12,Industrial Grade,223640,744
General CableCVTC ,1,General Cable,CVTC ,1,1,17.272,0.449425528,1.524,14,12,Industrial Grade,770470,763
General CableEHTC ,1,General Cable,EHTC ,1,1,17.78,0.377993656,1.524,14,12,Industrial Grade,248290,774
General CableFREP,1,General Cable,FREP,1,1,17.907,0.452401856,1.524,14,12,Industrial Grade,354830,886
General CableFREP,1,General Cable,FREP,1,1,17.78,0.447937364,1.524,14,12,Industrial Grade,279880,887
General CableUltrol 275,1,General Cable,Ultrol 275,1,1,17.145,0.479188808,1.524,14,12,Class 1E Nuclear,378430,1124
General CableUltrol 300,1,General Cable,Ultrol 300,1,1,21.0312,0.715806884,1.524,14,12,Class 1E Nuclear,378920,1138
OkoniteC-L-X Type MC (XHHW-2),1,Okonite,C-L-X Type MC (XHHW-2),1,1,23.114,0.566990484,1.27,14,12,Industrial Grade,546-31-3012,594
OkoniteOkotherm CIC Fire Resistant Cable,1,Okonite,Okotherm CIC Fire Resistant Cable,3,3,28.702,0.831883676,1.27,14,12,Industrial Grade,546-15-3462,634
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,21.336,0.633957864,1.524,14,12,Nuclear Qualified 383,202-14-2162,835
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,18.288,0.556573336,1.524,14,12,Industrial Grade,    202-10-2162,836
OkoniteFMR-LCS Okolon,1,Okonite,FMR-LCS Okolon,1,1,21.336,0.696460752,1.524,14,12,Nuclear Tracability,202-10-6162,867
OkoniteFRM-N Okolon ,1,Okonite,FRM-N Okolon ,1,1,18.288,0.569966812,1.524,14,12,Nuclear Qualified,202-16-2162,906
OkoniteFMR - LCS Okolon ,1,Okonite,FMR - LCS Okolon ,1,1,25.654,0.904803712,2.032,14,12,Nuclear Tracability,202-14-6162,1273
OkoniteFRM-N Okolon 1000/2000V,1,Okonite,FRM-N Okolon 1000/2000V,1,1,23.876,0.755987312,2.032,14,12,Nuclear Qualified,202-18-2162,1333
Rockbestus-SupFirewall SR,1,Rockbestus-Sup,Firewall SR,3,3,21.844,0.54317986,1.016,14,12,Class 1E Nuclear,C64-0120,101
Rockbestus-SupFirewall XLR,1,Rockbestus-Sup,Firewall XLR,1,1,16.002,0.4092451,1.143,14,12,Class 1E Nuclear,C15-0120,294
Rockbestus-SupX-Link TC,1,Rockbestus-Sup,X-Link TC,1,1,14.732,0.37948182,1.143,14,12,Industrial Grade,C14-0120,571
Rockbestus-SupFirewall III,1,Rockbestus-Sup,Firewall III,1,1,17.526,0.4836533,1.524,14,12,Class 1E Nuclear,C53-0120,803
Generic (TP TS 14 13),1,GENERIC,GENERIC,2,2,15.875,0.45389002,1.524,14,13,Industrial Grade,38803,719
American Insulated WireAmerican SDN ,1,American Insulated Wire,American SDN ,2,2,15.875,0.45389002,1.524,14,13,Industrial Grade,38803,719
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,16.383,0.440496544,1.524,14,13,Industrial Grade,4133,1039
Generic (TP TP 14 14),1,GENERIC,GENERIC,2,2,15.875,0.4836533,1.524,14,14,,,
Generic (TS TS 14 14),1,GENERIC,GENERIC,1,1,18.669,0.55062068,1.524,14,14,,,
American Insulated WireAmerican SDN ,1,American Insulated Wire,American SDN ,2,2,15.875,0.4836533,1.524,14,14,Industrial Grade,38636,720
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,16.383,0.467283496,1.524,14,14,Industrial Grade,4143,1040
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,18.669,0.55062068,1.524,14,14,Industrial Grade,19879,1158
